iter	Passed	Remaining
582	13731	9821
583	13756	9799
584	13778	9774
585	13806	9753
586	13835	9734
587	13862	9712
588	13882	9686
589	13910	9666
590	13937	9645
591	13963	9623
592	13986	9599
593	14012	9577
594	14036	9554
595	14061	9531
596	14084	9507
597	14112	9487
598	14140	9466
599	14164	9442
600	14193	9423
601	14220	9401
602	14240	9375
603	14267	9354
604	14295	9333
605	14322	9311
606	14343	9286
607	14365	9262
608	14388	9238
609	14413	9214
610	14444	9196
611	14469	9173
612	14491	9148
613	14509	9121
614	14532	9097
615	14553	9072
616	14574	9047
617	14598	9023
618	14629	9004
619	14651	8980
620	14670	8953
621	14695	8930
622	14714	8904
623	14738	8881
624	14765	8859
625	14790	8836
626	14826	8819
627	14858	8801
628	14882	8778
629	14904	8753
630	14924	8727
631	14942	8700
632	14963	8675
633	14988	8652
634	15026	8637
635	15048	8612
636	15070	8587
637	15088	8561
638	15110	8536
639	15127	8509
640	15147	8483
641	15169	8459
642	15193	8435
643	15224	8416
644	15259	8398
645	15293	8380
646	15326	8362
647	15368	8348
648	15408	8333
649	15439	8313
650	15464	8290
651	15489	8267
652	15508	8240
653	15542	8222
654	15583	8208
655	15613	8187
656	15636	8163
657	15661	8139
658	15684	8116
659	15716	8096
660	15744	8074
661	15781	8057
662	15804	8033
663	15828	8009
664	15852	7985
665	15882	7965
666	15905	7940
667	15931	7918
668	15955	7894
669	15981	7871
670	16010	7850
671	16045	7831
672	16081	7813
673	16114	7794
674	16142	7772
675	16167	7748
676	16193	7726
677	16220	7703
678	16244	7679
679	16272	7657
680	16309	7639
681	16333	7615
682	16361	7594
683	16387	7571
684	16419	7550
685	16441	7525
686	16460	7499
687	16483	7475
688	16509	7452
689	16532	7427
690	16555	7403
691	16579	7379
692	16600	7354
693	16621	7328
694	16642	7303
695	16667	7280
696	16689	7255
697	16712	7231
698	16735	7206
699	16757	7181
700	16781	7157
701	16797	7130
702	16815	7104
703	16831	7076
704	16848	7049
705	16865	7023
706	16882	6996
707	16901	6970
708	16934	6950
709	16960	6927
710	16980	6901
711	16998	6875
712	17020	6851
713	17046	6827
714	17066	6802
715	17090	6778
716	17110	6753
717	17136	6730
718	17156	6705
719	17172	6678
720	17188	6651
721	17207	6625
722	17227	6600
723	17244	6573
724	17262	6547
725	17280	6521
726	17296	6495
727	17314	6469
728	17379	6460
729	17415	6441
730	17443	6419
731	17471	6396
732	17501	6375
733	17529	6352
734	17579	6338
735	17604	6314
736	17629	6291
737	17658	6268
738	17686	6246
739	17713	6223
740	17747	6203
741	17781	6182
742	17804	6158
743	17831	6135
744	17855	6111
745	17880	6088
746	17903	6063
747	17928	6040
748	17954	6016
749	17981	5993
750	18003	5969
751	18031	5946
752	18051	5921
753	18075	5897
754	18093	5871
755	18112	5845
756	18130	5819
757	18152	5795
758	18189	5775
759	18238	5759
760	18280	5741
761	18321	5722
762	18358	5702
763	18386	5679
764	18411	5655
765	18434	5631
766	18459	5607
767	18483	5583
768	18507	5559
769	18528	5534
770	18556	5511
771	18582	5488
772	18609	5464
773	18634	5440
774	18662	5418
775	18687	5394
776	18709	5369
777	18732	5345
778	18761	5322
779	18784	5298
780	18805	5273
781	18828	5248
782	18853	5225
783	18880	5201
784	18909	5179
785	18934	5155
786	18958	5131
787	18978	5105
788	19001	5081
789	19022	5056
790	19057	5035
791	19075	5009
792	19092	4983
793	19117	4959
794	19149	4937
795	19176	4914
796	19201	4890
797	19221	4865
798	19246	4841
799	19270	4817
800	19290	4792
801	19310	4767
802	19327	4741
803	19346	4716
804	19365	4691
805	19383	4665
806	19401	4639
807	19417	4614
808	19437	4588
809	19461	4564
810	19484	4540
811	19507	4516
812	19524	4490
813	19544	4465
814	19562	4440
815	19579	4414
816	19595	4389
817	19612	4363
818	19636	4339
819	19653	4314
820	19676	4290
821	19696	4265
822	19721	4241
823	19740	4216
824	19757	4191
825	19775	4165
826	19797	4141
827	19814	4116
828	19834	4091
829	19855	4066
830	19875	4042
831	19898	4018
832	19919	3993
833	19939	3968
834	19960	3944
835	19983	3920
836	20001	3895
837	20018	3869
838	20035	3844
839	20051	3819
840	20071	3794
841	20091	3770
842	20114	3746
843	20130	3720
844	20145	3695
845	20164	3670
846	20182	3645
847	20199	3620
848	20216	3595
849	20233	3570
850	20250	3545
851	20271	3521
852	20313	3500
853	20332	3476
854	20350	3451
855	20367	3426
856	20385	3401
857	20404	3377
858	20421	3352
859	20441	3327
860	20458	3302
861	20478	3278
862	20500	3254
863	20525	3230
864	20541	3205
865	20558	3181
866	20577	3156
867	20597	3132
868	20615	3107
869	20633	3083
870	20655	3059
871	20675	3034
872	20694	3010
873	20716	2986
874	20736	2962
875	20755	2937
876	20775	2913
877	20796	2889
878	20816	2865
879	20833	2840
880	20850	2816
881	20869	2792
882	20886	2767
883	20906	2743
884	20927	2719
885	20952	2695
886	20970	2671
887	20990	2647
888	21008	2623
889	21025	2598
890	21042	2574
891	21057	2549
892	21074	2525
893	21092	2500
894	21109	2476
895	21135	2453
896	21164	2430
897	21183	2406
898	21203	2382
899	21222	2358
900	21238	2333
901	21256	2309
902	21277	2285
903	21294	2261
904	21312	2237
905	21332	2213
906	21368	2191
907	21386	2166
908	21402	2142
909	21419	2118
910	21442	2094
911	21465	2071
912	21492	2048
913	21512	2024
914	21542	2001
915	21570	1978
916	21597	1954
917	21614	1930
918	21632	1906
919	21653	1882
920	21670	1858
921	21685	1834
922	21700	1810
923	21719	1786
924	21742	1762
925	21759	1738
926	21776	1714
927	21793	1690
928	21810	1666
929	21828	1643
930	21848	1619
931	21865	1595
932	21881	1571
933	21901	1547
934	21917	1523
935	21936	1499
936	21958	1476
937	21988	1453
938	22005	1429
939	22024	1405
940	22044	1382
941	22064	1358
942	22080	1334
943	22096	1310
944	22113	1287
945	22130	1263
946	22154	1239
947	22180	1216
948	22197	1192
949	22213	1169
950	22229	1145
951	22248	1121
952	22264	1098
953	22283	1074
954	22299	1050
955	22317	1027
956	22337	1003
957	22371	980
958	22403	957
959	22428	934
960	22451	911
961	22478	887
962	22499	864
963	22519	840
964	22543	817
965	22572	794
966	22598	771
967	22629	748
968	22660	724
969	22690	701
970	22731	678
971	22766	655
972	22795	632
973	22827	609
974	22848	585
975	22868	562
976	22891	538
977	22920	515
978	22938	492
979	22968	468
980	22992	445
981	23020	421
982	23037	398
983	23058	374
984	23078	351
985	23101	328
986	23126	304
987	23154	281
988	23179	257
989	23206	234
990	23237	211
991	23269	187
992	23293	164
993	23312	140
994	23329	117
995	23347	93
996	23366	70
997	23384	46
998	23402	23
999	23440	0
