iter	MultiClass
792	0.2763485758
793	0.276196139
794	0.2760506013
795	0.2759381405
796	0.2757704449
797	0.2756449762
798	0.2755233039
799	0.2754014432
800	0.2752768629
801	0.2751523005
802	0.2750417281
803	0.2749155768
804	0.2747790472
805	0.2746577262
806	0.2745468268
807	0.2743948601
808	0.2742467692
809	0.2741014043
810	0.2739736827
811	0.2738389723
812	0.2736827747
813	0.2735455327
814	0.2733938568
815	0.2732502935
816	0.2731196059
817	0.2729753155
818	0.2728547573
819	0.2727407542
820	0.2726135281
821	0.272495043
822	0.272338913
823	0.2722066793
824	0.2720443293
825	0.2719130031
826	0.2717878061
827	0.2716331594
828	0.2715219991
829	0.2713821969
830	0.2712687312
831	0.2711252007
832	0.2710093132
833	0.2708786938
834	0.270722594
835	0.2705652481
836	0.2704327033
837	0.2702785863
838	0.270169866
839	0.2700512536
840	0.2699118977
841	0.2697724008
842	0.2696043215
843	0.2694797086
844	0.2693479036
845	0.2692321138
846	0.2691173239
847	0.2689875819
848	0.2688425458
849	0.2687206747
850	0.2685980489
851	0.2684344317
852	0.2682817801
853	0.2681270692
854	0.2680249313
855	0.2678880494
856	0.2677656427
857	0.2676399151
858	0.2674986264
859	0.2673869513
860	0.267288893
861	0.267154571
862	0.2669969395
863	0.2668622427
864	0.2667153456
865	0.2665888611
866	0.2664583926
867	0.2663036699
868	0.2662110649
869	0.2660825237
870	0.2659652937
871	0.2658382022
872	0.2657133579
873	0.265579252
874	0.2654719894
875	0.2653485381
876	0.2652428867
877	0.265113713
878	0.2650051559
879	0.2648952477
880	0.2648018402
881	0.2646816126
882	0.2645567118
883	0.2644079602
884	0.2643055858
885	0.2642023395
886	0.2640974699
887	0.2639809397
888	0.2638601773
889	0.2637289812
890	0.2636214131
891	0.2635292303
892	0.2634074729
893	0.2632529384
894	0.2631176306
895	0.2630272875
896	0.2629104643
897	0.2627949303
898	0.2626577081
899	0.2625263312
900	0.2624164673
901	0.2622829817
902	0.2621395338
903	0.2620186505
904	0.261893583
905	0.2617899499
906	0.2616656628
907	0.2615419923
908	0.2614312076
909	0.2613086093
910	0.2611937324
911	0.2610693813
912	0.2609294448
913	0.2608305578
914	0.2607149141
915	0.2605742738
916	0.2604389838
917	0.2603014277
918	0.2601945236
919	0.2601001753
920	0.2599856926
921	0.2598748341
922	0.2597563607
923	0.2596249835
924	0.2595179137
925	0.2594408999
926	0.2593292632
927	0.2592080217
928	0.2590913687
929	0.2589902345
930	0.2588838237
931	0.2587622428
932	0.2586388846
933	0.2585507839
934	0.2584782691
935	0.2583752339
936	0.2582632656
937	0.2581757826
938	0.2580760977
939	0.2579616321
940	0.2578739375
941	0.2577787407
942	0.2576659962
943	0.2575571945
944	0.2574433269
945	0.2573399075
946	0.2572557031
947	0.2571633579
948	0.2570646782
949	0.2569603342
950	0.2568262908
951	0.2567173819
952	0.2566044978
953	0.2564953581
954	0.2563947057
955	0.2562917441
956	0.2561815502
957	0.2560701938
958	0.2559568681
959	0.2558603348
960	0.2557548695
961	0.2556605759
962	0.2555787202
963	0.2554944417
964	0.255392461
965	0.2553063016
966	0.2552140475
967	0.255111446
968	0.2550021743
969	0.2549065711
970	0.2547661061
971	0.2546560109
972	0.254558742
973	0.2544552528
974	0.254349188
975	0.2542562011
976	0.254157032
977	0.2540312708
978	0.2539290684
979	0.2538131844
980	0.2537035591
981	0.2535822512
982	0.2534608469
983	0.2533398355
984	0.2532411434
985	0.2531383925
986	0.2530155218
987	0.2529095858
988	0.2528308156
989	0.2527501507
990	0.2526333567
991	0.2525311947
992	0.2524177557
993	0.2523103466
994	0.252197643
995	0.2520891537
996	0.2519702
997	0.2518629406
998	0.2517691893
999	0.2516718729
