iter	Passed	Remaining
808	398178	94007
809	398784	93542
810	399250	93043
811	399860	92578
812	400230	92057
813	400743	91570
814	401249	91081
815	401708	90581
816	402001	90044
817	402545	89564
818	402991	89061
819	403455	88563
820	403940	88069
821	404357	87561
822	404766	87051
823	405197	86547
824	405703	86058
825	406123	85551
826	406700	85077
827	407075	84561
828	407363	84027
829	407941	83554
830	408230	83021
831	408497	82484
832	408957	81987
833	409326	81472
834	409630	80944
835	410180	80466
836	410523	79946
837	411233	79498
838	411676	78998
839	412209	78516
840	412566	78000
841	413120	77521
842	413403	76992
843	413864	76496
844	414257	75988
845	414662	75482
846	415113	74985
847	415658	74504
848	416005	73989
849	416674	73530
850	417004	73012
851	417397	72505
852	417854	72010
853	418256	71505
854	418700	71007
855	418984	70483
856	419561	70008
857	419890	69492
858	420447	69014
859	420726	68490
860	421399	68030
861	421878	67539
862	422395	67054
863	423044	66590
864	423375	66076
865	423709	65562
866	424230	65078
867	424652	64578
868	425081	64080
869	425388	63563
870	425953	63086
871	426260	62570
872	426720	62077
873	427119	61575
874	427490	61070
875	428128	60602
876	428402	60083
877	429013	59612
878	429314	59097
879	429882	58620
880	430167	58104
881	430599	57608
882	431006	57109
883	431406	56609
884	432157	56156
885	432545	55654
886	432949	55155
887	433520	54678
888	433800	54164
889	434281	53675
890	434645	53172
891	435114	52682
892	435508	52183
893	435991	51694
894	436515	51211
895	436830	50703
896	437453	50231
897	437761	49723
898	438264	49237
899	438719	48746
900	439198	48258
901	439691	47771
902	440264	47293
903	440646	46794
904	441320	46326
905	441717	45829
906	442227	45344
907	442769	44862
908	443084	44357
909	443612	43873
910	444097	43386
911	444544	42894
912	445111	42414
913	445478	41915
914	446192	41449
915	446643	40958
916	447243	40481
917	447613	39982
918	447943	39481
919	448354	38987
920	448862	38501
921	449195	38001
922	449521	37500
923	450107	37021
924	450490	36526
925	450809	36025
926	451556	35559
927	451977	35067
928	452356	34571
929	452698	34074
930	453052	33577
931	453519	33089
932	453930	32597
933	454426	32111
934	454812	31617
935	455286	31130
936	455738	30641
937	456268	30158
938	456684	29667
939	457029	29172
940	457599	28691
941	457995	28199
942	458375	27706
943	458782	27215
944	459325	26733
945	459639	26237
946	459989	25743
947	460581	25263
948	460893	24768
949	461279	24277
950	461635	23785
951	462095	23298
952	462574	22813
953	462895	22319
954	463192	21825
955	463794	21346
956	464073	20851
957	464696	20372
958	465010	19880
959	465566	19398
960	465903	18907
961	466401	18423
962	466925	17940
963	467249	17449
964	467854	16968
965	468168	16477
966	468707	15995
967	469101	15507
968	469483	15019
969	470040	14537
970	470335	14047
971	470622	13557
972	471500	13083
973	471969	12598
974	472485	12115
975	473107	11633
976	473465	11146
977	473863	10659
978	474397	10176
979	474787	9689
980	475365	9206
981	475661	8718
982	476296	8237
983	476596	7749
984	476923	7262
985	477493	6779
986	477881	6294
987	478334	5809
988	479021	5327
989	479350	4841
990	479973	4358
991	480292	3873
992	480617	3388
993	481292	2905
994	481649	2420
995	482186	1936
996	482836	1452
997	483252	968
998	483885	484
999	484218	0
