iter	Passed	Remaining
0	20	31382
1	46	34852
2	70	35376
3	88	33027
4	109	32753
5	126	31447
6	145	31055
7	164	30623
8	215	35636
9	243	36240
10	272	36845
11	301	37346
12	324	37097
13	346	36827
14	366	36277
15	392	36393
16	420	36725
17	450	37087
18	473	36934
19	495	36664
20	518	36483
21	539	36227
22	562	36147
23	585	36036
24	612	36118
25	631	35784
26	649	35418
27	667	35104
28	685	34765
29	702	34416
30	722	34226
31	743	34127
32	764	33972
33	784	33814
34	803	33652
35	822	33466
36	850	33643
37	874	33660
38	894	33494
39	918	33514
40	940	33479
41	959	33302
42	982	33304
43	1005	33269
44	1035	33493
45	1057	33418
46	1078	33345
47	1098	33220
48	1118	33106
49	1135	32929
50	1153	32767
51	1170	32605
52	1187	32430
53	1205	32293
54	1224	32163
55	1245	32103
56	1264	32020
57	1292	32139
58	1311	32035
59	1333	31998
60	1350	31866
61	1368	31751
62	1385	31613
63	1403	31483
64	1421	31389
65	1438	31255
66	1462	31275
67	1487	31331
68	1509	31299
69	1527	31202
70	1546	31132
71	1569	31126
72	1595	31180
73	1622	31256
74	1650	31350
75	1686	31600
76	1759	32514
77	1795	32725
78	1823	32801
79	1853	32892
80	1882	32976
81	1912	33070
82	1941	33148
83	1965	33130
84	1984	33035
85	2004	32949
86	2023	32862
87	2042	32764
88	2067	32771
89	2086	32682
90	2110	32670
91	2138	32732
92	2163	32730
93	2182	32639
94	2200	32547
95	2221	32494
96	2244	32467
97	2276	32561
98	2311	32713
99	2342	32801
100	2373	32869
101	2398	32880
102	2423	32869
103	2454	32950
104	2480	32951
105	2507	32976
106	2535	33010
107	2563	33043
108	2587	33014
109	2612	33007
110	2641	33048
111	2670	33093
112	2702	33167
113	2727	33155
114	2750	33127
115	2773	33094
116	2795	33043
117	2818	33005
118	2844	33015
119	2871	33025
120	2892	32968
121	2916	32939
122	2944	32960
123	2973	32999
124	2999	32993
125	3026	33004
126	3053	33011
127	3084	33060
128	3111	33070
129	3138	33074
130	3159	33020
131	3186	33023
132	3211	33005
133	3258	33217
134	3287	33235
135	3310	33199
136	3332	33150
137	3354	33110
138	3384	33138
139	3406	33088
140	3456	33314
141	3475	33237
142	3497	33190
143	3521	33160
144	3541	33091
145	3563	33052
146	3585	32998
147	3603	32919
148	3625	32868
149	3648	32835
150	3672	32812
151	3697	32792
152	3715	32710
153	3733	32629
154	3758	32616
155	3780	32571
156	3804	32544
157	3825	32489
158	3843	32415
159	3863	32356
160	3884	32304
161	3908	32277
162	3929	32229
163	3946	32151
164	3966	32090
165	3984	32018
166	4008	31998
167	4026	31926
168	4048	31882
169	4066	31814
170	4089	31783
171	4108	31719
172	4130	31686
173	4155	31670
174	4175	31610
175	4199	31593
176	4223	31568
177	4247	31542
178	4268	31503
179	4291	31467
180	4311	31416
181	4334	31387
182	4356	31351
183	4382	31342
184	4402	31292
185	4421	31234
186	4438	31166
187	4456	31101
188	4473	31033
189	4491	30970
190	4513	30935
191	4534	30888
192	4581	31023
193	4598	30954
194	4623	30940
195	4640	30876
196	4657	30805
197	4674	30740
198	4691	30672
199	4708	30608
200	4729	30567
201	4747	30505
202	4766	30453
203	4789	30425
204	4812	30400
205	4833	30360
206	4853	30314
207	4872	30264
208	4888	30196
209	4907	30143
210	4937	30165
211	4960	30137
212	4984	30119
213	5014	30134
214	5044	30150
215	5072	30151
216	5092	30108
217	5118	30101
218	5142	30077
219	5165	30053
220	5193	30057
221	5221	30058
222	5242	30019
223	5259	29961
224	5276	29898
225	5292	29836
226	5308	29770
227	5325	29710
228	5345	29670
229	5361	29604
230	5378	29548
231	5436	29715
232	5476	29778
233	5509	29810
234	5539	29818
235	5560	29779
236	5575	29713
237	5594	29662
238	5614	29622
239	5638	29602
240	5656	29547
241	5673	29493
242	5691	29440
243	5707	29381
244	5724	29322
245	5740	29264
246	5761	29229
247	5779	29174
248	5795	29118
249	5814	29071
250	5837	29049
251	5856	29001
252	5872	28946
253	5889	28889
254	5905	28831
255	5927	28805
256	5950	28780
257	5970	28743
258	5987	28688
259	6003	28632
260	6023	28592
261	6062	28646
262	6089	28639
263	6106	28590
264	6123	28536
265	6143	28499
266	6164	28467
267	6182	28419
268	6198	28365
269	6218	28330
270	6234	28273
271	6256	28245
272	6281	28231
273	6298	28180
274	6315	28132
275	6334	28093
276	6356	28066
277	6380	28048
278	6404	28028
279	6423	27988
280	6441	27943
281	6463	27916
282	6488	27903
283	6506	27857
284	6523	27811
285	6540	27763
286	6559	27723
287	6576	27674
288	6599	27652
289	6622	27630
290	6645	27611
291	6670	27597
292	6701	27607
293	6721	27572
294	6741	27536
295	6769	27536
296	6794	27522
297	6815	27491
298	6836	27458
299	6855	27423
300	6880	27408
301	6908	27406
302	6928	27370
303	6946	27330
304	6965	27289
305	6983	27248
306	7006	27225
307	7023	27182
308	7041	27140
309	7059	27099
310	7076	27054
311	7096	27022
312	7122	27010
313	7147	26997
314	7177	26999
315	7202	26987
316	7220	26944
317	7241	26915
318	7257	26870
319	7275	26828
320	7299	26809
321	7319	26779
322	7367	26848
323	7385	26807
324	7407	26779
325	7428	26751
326	7445	26709
327	7463	26667
328	7482	26631
329	7499	26589
330	7521	26562
331	7539	26522
332	7566	26515
333	7584	26478
334	7611	26469
335	7636	26453
336	7653	26412
337	7669	26365
338	7685	26322
339	7702	26280
340	7726	26261
341	7746	26228
342	7769	26208
343	7786	26167
344	7803	26124
345	7820	26083
346	7840	26050
347	7855	26005
348	7872	25963
349	7888	25920
350	7904	25875
351	7921	25834
352	7946	25820
353	7967	25793
354	7985	25756
355	8002	25716
356	8023	25690
357	8045	25665
358	8062	25623
359	8078	25581
360	8094	25540
361	8111	25499
362	8129	25464
363	8151	25438
364	8172	25413
365	8193	25386
366	8216	25364
367	8242	25356
368	8263	25329
369	8287	25309
370	8307	25279
371	8329	25256
372	8348	25224
373	8373	25210
374	8399	25198
375	8438	25226
376	8468	25226
377	8493	25209
378	8514	25184
379	8531	25146
380	8550	25112
381	8569	25079
382	8589	25051
383	8630	25083
384	8651	25054
385	8669	25019
386	8685	24979
387	8701	24939
388	8717	24898
389	8732	24854
390	8747	24809
391	8761	24765
392	8779	24729
393	8794	24687
394	8811	24648
395	8827	24610
396	8845	24574
397	8863	24540
398	8881	24508
399	8896	24465
400	8911	24424
401	8925	24379
402	8941	24338
403	8955	24296
404	8974	24264
405	8989	24223
406	9004	24182
407	9020	24142
408	9037	24107
409	9058	24083
410	9074	24044
411	9090	24005
412	9106	23969
413	9122	23930
414	9140	23897
415	9159	23867
416	9180	23841
417	9204	23825
418	9224	23799
419	9251	23789
420	9272	23765
421	9292	23738
422	9308	23699
423	9323	23660
424	9339	23623
425	9355	23586
426	9373	23553
427	9389	23516
428	9405	23480
429	9424	23450
430	9440	23416
431	9459	23384
432	9476	23351
433	9498	23331
434	9515	23297
435	9531	23260
436	9548	23226
437	9564	23190
438	9580	23155
439	9601	23130
440	9618	23097
441	9634	23062
442	9650	23027
443	9670	23000
444	9698	22992
445	9718	22966
446	9735	22934
447	9751	22898
448	9767	22864
449	9783	22829
450	9802	22800
451	9824	22779
452	9846	22757
453	9864	22728
454	9885	22703
455	9904	22675
456	9948	22704
457	9968	22679
458	9985	22647
459	10004	22618
460	10026	22597
461	10043	22564
462	10059	22531
463	10076	22498
464	10101	22482
465	10122	22461
466	10147	22446
467	10165	22417
468	10183	22386
469	10205	22364
470	10221	22331
471	10242	22307
472	10261	22281
473	10279	22249
474	10296	22218
475	10314	22190
476	10339	22174
477	10361	22153
478	10379	22124
479	10395	22090
480	10411	22057
481	10431	22031
482	10446	21995
483	10462	21962
484	10487	21948
485	10519	21947
486	10544	21934
487	10566	21912
488	10583	21881
489	10600	21849
490	10616	21817
491	10634	21786
492	10650	21755
493	10667	21723
494	10686	21697
495	10704	21668
496	10721	21637
497	10745	21621
498	10761	21587
499	10782	21564
500	10803	21542
501	10821	21513
502	10842	21491
503	10859	21460
504	10876	21429
505	10894	21400
506	10910	21368
507	10930	21343
508	10955	21329
509	10976	21307
510	10996	21282
511	11012	21251
512	11031	21224
