iter	MultiClass
120	0.300538778
121	0.2997163466
122	0.2990563626
123	0.2985504672
124	0.2979537067
125	0.2974671767
126	0.2970177945
127	0.2963402975
128	0.2958266479
129	0.2953424072
130	0.2942642983
131	0.2936853153
132	0.2929745837
133	0.2925108666
134	0.2918522626
135	0.2911074738
136	0.290621161
137	0.2899445059
138	0.2892536221
139	0.2890354932
140	0.2884916711
141	0.2877684454
142	0.2869335409
143	0.2866508547
144	0.2862744586
145	0.2854739269
146	0.2849101351
147	0.2839768796
148	0.2834502914
149	0.2828694757
150	0.2823042997
151	0.2820162939
152	0.2816216848
153	0.2810789394
154	0.2805447033
155	0.2801449914
156	0.2797813581
157	0.2790735662
158	0.2786744008
159	0.2782930741
160	0.2780389859
161	0.2774458955
162	0.2771232757
163	0.2767176697
164	0.2763169811
165	0.2760187767
166	0.2757099111
167	0.2751130007
168	0.2746571513
169	0.2742663179
170	0.2735053265
171	0.2731497271
172	0.2726583277
173	0.2722879319
174	0.2718506851
175	0.2712366842
176	0.2708340654
177	0.2702997315
178	0.2697755819
179	0.2695131393
180	0.2691094608
181	0.2689108525
182	0.2686553345
183	0.2682072755
184	0.2676452223
185	0.2669797707
186	0.266510977
187	0.2661981023
188	0.2657488647
189	0.2655118984
190	0.265131556
191	0.2645241477
192	0.2640045452
193	0.2636893284
194	0.2634265188
195	0.2630900193
196	0.2627585567
197	0.2623292851
198	0.2621997564
199	0.2618367749
200	0.2615766107
201	0.2610852234
202	0.2608895749
203	0.2606284453
204	0.2603012402
205	0.2600205367
206	0.2596905666
207	0.2593059498
208	0.2591212372
209	0.258956191
210	0.2586009386
211	0.2582754823
212	0.2580853778
213	0.2578387199
214	0.2575491751
215	0.2572978264
216	0.2569344513
217	0.2566460091
218	0.2563507757
219	0.2560904986
220	0.2558130846
221	0.2553029274
222	0.2550723501
223	0.254841464
224	0.2545171981
225	0.2543432043
226	0.2539354513
227	0.2535366449
228	0.2533063443
229	0.2529664131
230	0.2528513345
231	0.2526252701
232	0.2521984901
233	0.2517253663
234	0.251587476
235	0.2514245694
236	0.2511901793
237	0.250926352
238	0.2505754779
239	0.2501922886
240	0.2499229315
241	0.2496402779
242	0.2493258915
243	0.2491490481
244	0.2489241434
245	0.2487818872
246	0.2485020995
247	0.2480834302
248	0.2478131308
249	0.2475481547
250	0.2473040066
251	0.2471557759
252	0.2468465025
253	0.2466282979
254	0.2463504378
255	0.2462149069
256	0.2460331453
257	0.2459100953
258	0.2455668037
259	0.2451667807
260	0.2449194957
261	0.2447212488
262	0.2444290354
263	0.2441162423
264	0.243900377
265	0.2436342944
266	0.2434009544
267	0.2431916032
268	0.2428485123
269	0.2425466193
270	0.2423985877
271	0.2422276795
272	0.2418044083
273	0.2416149264
274	0.2414255261
275	0.241288118
276	0.241178653
277	0.2410429462
278	0.2407431902
279	0.2404688659
280	0.2402824606
281	0.2400153863
282	0.2397237328
283	0.2394902486
284	0.2392795081
285	0.2390119456
286	0.2388645888
287	0.2386229586
288	0.2383762672
289	0.2383002639
290	0.2379611764
291	0.2376740924
292	0.2374522784
293	0.2372602121
294	0.237068933
295	0.2368570966
296	0.2366316331
297	0.2364505997
298	0.2362814943
299	0.2360475079
300	0.2358840387
301	0.235537942
302	0.2350781233
303	0.2348145462
304	0.234601238
305	0.2344356632
306	0.2341352554
307	0.2338455119
308	0.2337382402
309	0.2334142822
310	0.23322009
311	0.2328947095
312	0.2327682862
313	0.2325771866
314	0.2323887614
315	0.2323093518
316	0.2322497369
317	0.2319943674
318	0.2317466012
319	0.2315069808
320	0.2312722687
321	0.2311338799
322	0.2310111843
323	0.2306637804
324	0.2304892638
325	0.2303363031
326	0.2302022759
327	0.2300378388
328	0.229788454
329	0.2295482822
330	0.2292815735
331	0.2291829238
332	0.2288250446
333	0.2286265645
334	0.2284301077
335	0.2282188085
336	0.2280355006
337	0.2279668704
338	0.2278664185
339	0.2276328611
340	0.2274666796
341	0.2273212869
342	0.227112559
343	0.2268671189
344	0.2267060464
345	0.2264423655
346	0.226289687
347	0.2260963588
348	0.2259445832
349	0.2258198672
350	0.2255913223
351	0.2254451393
352	0.2252626117
353	0.2251587694
354	0.2249792498
355	0.224813079
356	0.2246771896
357	0.2244472427
358	0.2242853659
359	0.224127262
360	0.224045404
361	0.2239123001
362	0.223771419
363	0.2234945663
364	0.2233684244
365	0.2229952629
366	0.2227793362
367	0.2226660228
368	0.2225301889
369	0.2222420027
370	0.2221123215
371	0.2220285994
372	0.2218039868
373	0.2215489453
374	0.2213782824
375	0.2210340013
376	0.2207226523
377	0.2204433153
378	0.2202536689
379	0.2200766899
380	0.2199679962
381	0.2198278262
382	0.2196657783
383	0.21950701
384	0.2194134723
385	0.2193307413
386	0.2191155126
387	0.2189648775
388	0.2187997508
389	0.2186283832
390	0.2185107115
391	0.2182319897
392	0.2179822644
393	0.2178787733
394	0.2177614169
395	0.2175586219
396	0.217407381
397	0.2172143385
398	0.2170198133
399	0.2167154478
400	0.2165518434
401	0.2164306583
402	0.2162257501
403	0.2160543865
404	0.2158619618
405	0.215747518
406	0.2155546293
407	0.2152699499
408	0.2151754199
409	0.2150049155
410	0.2147452118
411	0.2146015725
412	0.2144343101
413	0.2143277579
414	0.2142420433
415	0.2139056308
416	0.2137544377
417	0.2134860112
418	0.2132814999
419	0.2131094071
420	0.2129394893
421	0.2127110304
422	0.2124760414
423	0.2122662379
424	0.212171514
425	0.2120175823
426	0.2118066578
427	0.211503485
428	0.2114378374
429	0.2113017413
430	0.2110301032
431	0.2108896949
432	0.2106249852
433	0.210503041
434	0.210433528
435	0.2103151731
436	0.2101435801
437	0.2099710982
438	0.2096457152
439	0.2094712532
440	0.2093687009
441	0.2092522682
442	0.2091670443
443	0.2091095832
444	0.20895883
445	0.2087838584
446	0.2085344624
447	0.2083167291
448	0.2082222251
449	0.2080340661
450	0.2078486686
451	0.2077098705
452	0.2075174246
453	0.2073441551
454	0.2072001339
455	0.2071246855
456	0.2069951034
457	0.2068593579
458	0.2067120633
459	0.2065243876
460	0.2063559619
461	0.2062615692
462	0.2061913485
463	0.2060411545
464	0.2058581755
465	0.2056928975
466	0.2055275933
467	0.2054562013
468	0.2051988011
469	0.205042099
470	0.2049009013
471	0.2047758567
472	0.204607953
473	0.2044901269
474	0.2043822265
475	0.2042130219
476	0.2041199646
477	0.2039023906
478	0.2037751062
479	0.2036644625
480	0.2035289491
481	0.2033215543
482	0.2031429978
483	0.2029945258
484	0.202869243
485	0.2027966282
486	0.202649227
487	0.202582073
488	0.2024648076
489	0.2023514114
490	0.2022714718
491	0.2021067468
492	0.201966874
493	0.2018593482
494	0.2017637567
495	0.2015950597
496	0.2013805643
497	0.2012964456
498	0.2011559111
499	0.2008947589
