iter	Passed	Remaining
361	7735	24318
362	7754	24290
363	7777	24271
364	7797	24247
365	7823	24238
366	7847	24227
367	7867	24201
368	7891	24186
369	7919	24185
370	7941	24168
371	7964	24150
372	7986	24131
373	8015	24131
374	8047	24143
375	8067	24117
376	8089	24096
377	8108	24068
378	8126	24037
379	8143	24002
380	8160	23967
381	8176	23930
382	8194	23899
383	8219	23887
384	8244	23876
385	8263	23849
386	8280	23814
387	8298	23782
388	8318	23758
389	8334	23720
390	8349	23683
391	8365	23646
392	8382	23611
393	8399	23577
394	8418	23549
395	8439	23527
396	8462	23511
397	8479	23477
398	8498	23449
399	8515	23417
400	8535	23392
401	8553	23362
402	8570	23330
403	8587	23297
404	8608	23275
405	8632	23260
406	8650	23232
407	8674	23216
408	8703	23216
409	8722	23187
410	8742	23163
411	8758	23129
412	8775	23096
413	8792	23063
414	8809	23031
415	8825	22996
416	8847	22978
417	8874	22970
418	8899	22961
419	8921	22940
420	8938	22909
421	8959	22888
422	8977	22858
423	8995	22829
424	9013	22799
425	9033	22774
426	9057	22761
427	9077	22735
428	9098	22715
429	9151	22773
430	9171	22747
431	9189	22717
432	9208	22690
433	9225	22659
434	9245	22636
435	9269	22619
436	9295	22610
437	9320	22599
438	9346	22589
439	9368	22570
440	9388	22544
441	9408	22520
442	9427	22493
443	9453	22484
444	9484	22485
445	9506	22465
446	9534	22459
447	9558	22446
448	9582	22429
449	9604	22409
450	9622	22382
451	9641	22355
452	9663	22335
453	9680	22304
454	9707	22294
455	9726	22269
456	9747	22246
457	9771	22231
458	9793	22210
459	9812	22184
460	9830	22156
461	9863	22161
462	9906	22188
463	9941	22197
464	9975	22202
465	10003	22196
466	10029	22185
467	10052	22167
468	10081	22161
469	10112	22162
470	10140	22153
471	10164	22138
472	10186	22116
473	10209	22098
474	10232	22080
475	10252	22054
476	10271	22028
477	10289	22000
478	10307	21971
479	10325	21940
480	10342	21910
481	10361	21883
482	10382	21860
483	10401	21835
484	10420	21808
485	10444	21791
486	10462	21762
487	10481	21735
488	10498	21705
489	10514	21672
490	10539	21658
491	10556	21628
492	10578	21607
493	10609	21605
494	10633	21588
495	10672	21603
496	10713	21621
497	10738	21606
498	10782	21629
499	10817	21634
500	10848	21632
501	10891	21653
502	10933	21671
503	10963	21666
504	10997	21667
505	11027	21661
506	11052	21647
507	11100	21676
508	11137	21685
509	11169	21681
510	11198	21674
511	11236	21683
512	11307	21755
513	11353	21779
514	11390	21786
515	11431	21798
516	11468	21805
517	11492	21786
518	11523	21780
519	11548	21764
520	11572	21745
521	11603	21739
522	11626	21719
523	11647	21694
524	11674	21681
525	11710	21684
526	11734	21665
527	11744	21620
528	11765	21595
529	11796	21590
530	11821	21572
531	11850	21562
532	11882	21557
533	11903	21533
534	11934	21527
535	11958	21507
536	11984	21492
537	12011	21478
538	12031	21450
539	12051	21425
540	12078	21410
541	12095	21378
542	12115	21352
543	12136	21328
544	12156	21302
545	12176	21275
546	12200	21255
547	12225	21237
548	12249	21218
549	12274	21200
550	12290	21167
551	12308	21138
552	12328	21111
553	12349	21087
554	12376	21072
555	12393	21043
556	12420	21028
557	12439	20999
558	12470	20992
559	12487	20961
560	12506	20933
561	12527	20908
562	12555	20896
563	12574	20868
564	12602	20856
565	12625	20834
566	12655	20825
567	12680	20807
568	12705	20789
569	12724	20761
570	12743	20733
571	12773	20723
572	12803	20713
573	12826	20692
574	12851	20674
575	12874	20652
576	12903	20641
577	12923	20615
578	12943	20588
579	12969	20571
580	12997	20558
581	13015	20530
582	13039	20509
583	13068	20497
584	13096	20484
585	13114	20454
586	13132	20426
587	13155	20404
588	13177	20381
589	13206	20369
590	13232	20353
591	13252	20326
592	13311	20359
593	13338	20344
594	13359	20319
595	13383	20300
596	13412	20286
597	13442	20276
598	13474	20268
599	13501	20252
600	13532	20243
601	13563	20232
602	13583	20206
603	13601	20176
604	13622	20151
605	13645	20130
606	13665	20104
607	13686	20079
608	13711	20060
609	13739	20045
610	13765	20028
611	13784	20001
612	13802	19972
613	13823	19947
614	13844	19922
615	13872	19907
616	13902	19896
617	13922	19870
618	13950	19854
619	13970	19829
620	13991	19804
621	14010	19776
622	14037	19760
623	14065	19745
624	14087	19722
625	14105	19694
626	14127	19669
627	14159	19660
628	14184	19641
629	14209	19622
630	14283	19670
631	14352	19711
632	14388	19706
633	14411	19685
634	14443	19674
635	14474	19663
636	14505	19651
637	14535	19639
638	14562	19621
639	14591	19607
640	14619	19591
641	14646	19573
642	14676	19561
643	14707	19548
644	14731	19528
645	14764	19518
646	14787	19495
647	14823	19490
648	14869	19498
649	14908	19495
650	14941	19485
651	14978	19480
652	15013	19473
653	15043	19459
654	15074	19447
655	15102	19430
656	15129	19412
657	15156	19394
658	15192	19388
659	15220	19371
660	15280	19395
661	15315	19387
662	15340	19366
663	15370	19351
664	15400	19337
665	15429	19321
666	15453	19299
667	15485	19287
668	15520	19278
669	15548	19261
670	15570	19236
671	15593	19212
672	15629	19205
673	15656	19186
674	15681	19166
675	15705	19144
676	15732	19125
677	15760	19107
678	15782	19083
679	15809	19064
680	15834	19042
681	15855	19016
682	15882	18998
683	15908	18978
684	15939	18965
685	15961	18940
686	15981	18912
687	16013	18899
688	16046	18887
689	16077	18873
690	16105	18855
691	16135	18840
692	16162	18820
693	16190	18803
694	16225	18793
695	16252	18774
696	16283	18759
697	16318	18749
698	16344	18729
699	16366	18704
700	16389	18680
701	16416	18661
702	16451	18651
703	16482	18636
704	16517	18625
705	16545	18607
706	16568	18584
707	16597	18567
708	16620	18543
709	16649	18525
710	16674	18503
711	16702	18485
712	16730	18467
713	16759	18449
714	16787	18431
715	16817	18414
716	16840	18390
717	16860	18363
718	16880	18336
719	16912	18321
720	16940	18303
721	16962	18277
722	16980	18249
723	16999	18219
724	17021	18195
725	17041	18168
726	17062	18141
727	17078	18110
728	17095	18080
729	17110	18048
730	17128	18018
731	17145	17988
732	17165	17961
733	17181	17930
734	17199	17901
735	17218	17873
736	17240	17848
737	17258	17819
738	17276	17790
739	17293	17760
740	17313	17733
741	17336	17710
742	17356	17683
743	17377	17658
744	17393	17626
745	17411	17598
746	17452	17592
747	17483	17576
748	17501	17548
749	17519	17519
750	17538	17492
751	17562	17469
752	17585	17445
753	17606	17419
754	17626	17392
755	17644	17364
756	17666	17339
757	17688	17314
758	17706	17286
759	17730	17263
760	17749	17236
761	17767	17207
762	17784	17178
763	17805	17152
764	17823	17124
765	17842	17096
766	17860	17068
767	17889	17051
768	17912	17027
769	17942	17010
770	17966	16988
771	17992	16967
772	18018	16945
773	18041	16922
774	18065	16899
775	18094	16881
776	18124	16864
777	18163	16855
778	18193	16838
779	18225	16823
780	18257	16808
781	18281	16785
782	18307	16764
783	18328	16738
784	18354	16717
785	18374	16691
786	18392	16662
787	18414	16638
788	18432	16609
789	18458	16589
790	18485	16569
791	18512	16549
792	18535	16525
793	18563	16505
794	18597	16492
795	18623	16471
796	18649	16449
797	18679	16432
798	18700	16407
799	18728	16387
800	18747	16360
801	18765	16332
802	18783	16303
803	18800	16274
804	18818	16247
805	18836	16219
806	18853	16189
807	18870	16161
808	18886	16131
809	18903	16102
810	18929	16082
811	18964	16068
812	18987	16045
813	19012	16023
814	19033	15997
815	19050	15968
816	19067	15940
817	19086	15913
818	19101	15883
819	19120	15855
820	19145	15834
821	19166	15809
822	19184	15780
823	19202	15753
824	19220	15725
825	19236	15696
826	19254	15669
827	19270	15639
828	19289	15612
829	19305	15584
830	19323	15556
831	19344	15531
832	19390	15526
833	19417	15506
834	19433	15476
835	19453	15450
836	19471	15423
837	19487	15394
838	19503	15365
839	19519	15337
840	19538	15310
841	19558	15284
842	19582	15261
843	19604	15237
844	19628	15214
845	19647	15188
846	19669	15164
847	19692	15141
848	19712	15115
849	19733	15090
850	19752	15063
851	19774	15039
852	19813	15028
853	19848	15014
854	19872	14991
855	19895	14968
856	19918	14944
857	19938	14919
858	19959	14894
859	19981	14870
860	20013	14852
861	20033	14827
862	20053	14801
863	20072	14775
864	20093	14750
865	20114	14725
866	20133	14699
867	20153	14673
868	20174	14649
869	20200	14627
870	20223	14604
871	20241	14577
872	20268	14557
873	20290	14532
874	20309	14506
875	20328	14480
876	20346	14453
877	20365	14427
878	20386	14402
879	20412	14381
880	20435	14358
881	20455	14332
882	20474	14306
883	20492	14279
884	20519	14259
885	20536	14231
886	20555	14205
887	20573	14179
888	20594	14154
889	20620	14132
890	20640	14107
891	20665	14086
892	20682	14058
893	20698	14030
894	20718	14005
895	20734	13976
896	20751	13950
897	20768	13922
898	20786	13896
899	20806	13870
900	20827	13846
901	20848	13821
902	20865	13794
903	20883	13768
904	20899	13740
905	20920	13715
906	20936	13688
907	20956	13663
908	20974	13636
909	20998	13614
910	21019	13590
911	21042	13566
912	21089	13559
913	21108	13533
914	21125	13506
915	21144	13480
916	21163	13454
917	21180	13428
918	21204	13405
919	21223	13380
920	21245	13356
921	21271	13335
922	21292	13310
923	21314	13286
924	21338	13264
925	21360	13240
926	21382	13216
927	21402	13191
928	21422	13167
929	21446	13144
930	21467	13120
931	21492	13098
932	21518	13077
933	21540	13053
934	21558	13027
935	21575	13000
936	21592	12973
937	21610	12947
938	21628	12921
939	21646	12895
940	21675	12876
941	21696	12851
942	21714	12825
943	21731	12799
944	21749	12773
945	21764	12746
946	21780	12718
947	21795	12691
948	21810	12663
949	21826	12636
950	21841	12608
951	21859	12583
952	21875	12555
953	21891	12529
954	21905	12501
955	21922	12474
956	21948	12453
957	21965	12427
958	21980	12399
959	21997	12373
960	22011	12345
961	22026	12318
962	22041	12291
963	22055	12263
964	22069	12235
965	22088	12210
966	22103	12183
967	22119	12156
968	22136	12130
969	22154	12105
970	22169	12077
971	22187	12052
972	22202	12025
973	22216	11997
974	22232	11971
975	22248	11944
976	22264	11918
977	22283	11893
978	22297	11866
979	22314	11840
980	22332	11815
981	22360	11794
982	22377	11769
983	22396	11744
984	22412	11718
985	22428	11692
986	22445	11666
987	22467	11643
988	22493	11622
989	22512	11597
990	22529	11571
991	22545	11545
992	22563	11520
993	22582	11495
994	22598	11469
995	22617	11444
996	22633	11418
997	22649	11392
998	22665	11366
999	22683	11341
1000	22699	11315
1001	22716	11289
1002	22733	11264
1003	22753	11240
1004	22795	11227
1005	22818	11205
1006	22836	11179
1007	22853	11154
1008	22869	11128
1009	22886	11103
1010	22907	11079
1011	22924	11054
1012	22940	11028
1013	22955	11002
1014	22971	10976
1015	23012	10962
1016	23052	10948
1017	23074	10925
1018	23102	10905
1019	23125	10882
1020	23142	10857
1021	23165	10834
1022	23187	10811
1023	23208	10788
1024	23225	10762
1025	23245	10739
1026	23262	10713
1027	23278	10688
1028	23295	10662
1029	23317	10639
1030	23333	10614
1031	23350	10589
1032	23371	10565
1033	23389	10541
1034	23411	10518
1035	23430	10494
1036	23447	10468
1037	23463	10443
1038	23480	10417
1039	23496	10392
1040	23517	10369
1041	23536	10345
1042	23551	10319
1043	23570	10295
1044	23594	10273
1045	23620	10251
1046	23637	10227
1047	23656	10202
1048	23674	10178
1049	23695	10155
1050	23718	10132
1051	23734	10107
1052	23751	10082
1053	23767	10057
1054	23784	10032
1055	23802	10007
1056	23822	9984
1057	23841	9960
1058	23859	9935
1059	23875	9910
1060	23891	9885
1061	23908	9860
1062	23926	9836
1063	23942	9810
1064	23958	9785
1065	23976	9761
1066	23997	9738
1067	24021	9716
1068	24040	9692
1069	24062	9669
1070	24079	9645
1071	24096	9620
1072	24114	9596
1073	24136	9573
1074	24153	9548
1075	24168	9523
1076	24184	9498
1077	24204	9475
1078	24225	9452
1079	24244	9428
1080	24267	9406
1081	24290	9384
1082	24306	9359
1083	24328	9336
1084	24352	9314
1085	24369	9289
1086	24385	9265
1087	24403	9240
1088	24426	9218
1089	24445	9195
1090	24471	9173
1091	24492	9150
1092	24511	9127
1093	24532	9104
1094	24557	9082
1095	24576	9059
1096	24593	9034
1097	24612	9011
1098	24633	8988
1099	24655	8965
1100	24677	8942
1101	24729	8931
1102	24766	8913
1103	24796	8894
1104	24830	8876
1105	24852	8853
1106	24878	8832
1107	24899	8809
1108	24926	8788
1109	24946	8765
1110	24970	8742
1111	24991	8720
1112	25010	8696
1113	25032	8673
1114	25058	8652
1115	25082	8630
1116	25101	8606
1117	25121	8583
1118	25147	8562
1119	25169	8539
1120	25188	8516
1121	25211	8493
1122	25238	8472
1123	25261	8450
1124	25282	8427
1125	25300	8403
1126	25316	8379
1127	25336	8355
1128	25360	8333
1129	25385	8311
1130	25404	8288
1131	25421	8264
1132	25437	8239
1133	25455	8215
1134	25472	8191
1135	25492	8168
1136	25509	8144
1137	25527	8120
1138	25543	8095
1139	25566	8073
1140	25586	8050
1141	25606	8027
1142	25622	8002
1143	25638	7978
1144	25667	7957
1145	25691	7936
1146	25714	7913
1147	25735	7890
1148	25754	7867
1149	25771	7843
1150	25793	7821
1151	25818	7799
1152	25834	7775
1153	25851	7751
1154	25868	7726
1155	25884	7702
1156	25901	7678
1157	25921	7655
1158	25936	7631
1159	25959	7608
1160	25977	7585
1161	25996	7561
1162	26018	7539
1163	26035	7515
1164	26057	7493
1165	26079	7470
1166	26095	7446
1167	26114	7423
1168	26130	7398
1169	26148	7375
1170	26164	7350
1171	26181	7327
1172	26200	7303
1173	26224	7282
1174	26241	7258
1175	26258	7234
1176	26275	7210
1177	26291	7186
1178	26307	7162
1179	26330	7140
1180	26347	7116
1181	26363	7092
1182	26380	7069
1183	26398	7045
1184	26441	7028
1185	26459	7005
1186	26476	6981
1187	26501	6959
1188	26520	6936
1189	26537	6913
1190	26554	6889
1191	26571	6865
1192	26589	6842
1193	26607	6818
1194	26629	6796
1195	26650	6774
1196	26667	6750
1197	26684	6726
1198	26701	6703
1199	26717	6679
1200	26735	6656
1201	26750	6632
1202	26766	6608
1203	26780	6583
1204	26795	6559
1205	26811	6536
1206	26826	6512
1207	26847	6489
1208	26864	6466
1209	26879	6442
1210	26895	6418
1211	26913	6395
1212	26937	6373
1213	26953	6349
1214	26969	6326
1215	26985	6302
1216	27002	6279
1217	27024	6256
1218	27043	6234
1219	27064	6211
1220	27091	6190
1221	27108	6166
1222	27122	6143
1223	27141	6120
1224	27156	6096
1225	27171	6072
1226	27186	6048
1227	27201	6025
1228	27216	6001
1229	27234	5978
1230	27250	5954
1231	27269	5931
1232	27288	5909
1233	27305	5885
1234	27322	5862
1235	27343	5840
1236	27359	5816
1237	27378	5794
1238	27394	5770
1239	27409	5747
1240	27426	5723
1241	27442	5700
1242	27459	5677
1243	27479	5654
1244	27499	5632
1245	27516	5609
1246	27531	5585
1247	27547	5562
1248	27563	5539
1249	27579	5515
1250	27597	5493
1251	27615	5470
1252	27631	5446
1253	27652	5424
1254	27669	5401
1255	27691	5379
1256	27712	5357
1257	27733	5334
1258	27761	5314
1259	27787	5292
1260	27812	5271
1261	27835	5249
1262	27855	5226
1263	27874	5204
1264	27896	5182
1265	27944	5165
1266	27965	5142
1267	27984	5120
1268	28007	5098
1269	28027	5075
1270	28048	5053
1271	28072	5031
1272	28093	5009
1273	28115	4987
1274	28139	4965
1275	28165	4944
1276	28184	4921
1277	28201	4898
1278	28222	4876
1279	28239	4853
1280	28255	4830
1281	28273	4807
1282	28292	4785
1283	28313	4762
1284	28331	4740
1285	28351	4717
1286	28370	4695
1287	28387	4672
1288	28403	4649
1289	28420	4626
1290	28437	4603
1291	28452	4580
1292	28469	4557
1293	28485	4534
1294	28501	4511
1295	28519	4489
1296	28542	4467
1297	28563	4445
1298	28581	4422
1299	28600	4400
1300	28618	4377
1301	28636	4354
1302	28653	4332
1303	28670	4309
1304	28686	4286
1305	28703	4263
1306	28719	4240
1307	28737	4218
1308	28755	4195
1309	28776	4173
1310	28794	4151
1311	28813	4128
1312	28830	4106
1313	28847	4083
1314	28863	4060
1315	28878	4037
1316	28897	4015
1317	28918	3993
1318	28941	3971
1319	28963	3949
1320	28988	3928
1321	29006	3905
1322	29025	3883
1323	29042	3860
1324	29061	3838
1325	29084	3816
1326	29107	3794
1327	29129	3772
1328	29147	3750
1329	29166	3727
1330	29184	3705
1331	29214	3684
1332	29235	3662
1333	29255	3640
1334	29275	3618
1335	29291	3595
1336	29308	3573
1337	29326	3550
1338	29346	3528
1339	29365	3506
1340	29387	3484
1341	29407	3462
1342	29429	3440
1343	29447	3418
1344	29467	3395
1345	29483	3373
1346	29500	3350
1347	29517	3328
1348	29534	3305
1349	29552	3283
1350	29571	3261
1351	29587	3238
1352	29604	3216
1353	29654	3197
1354	29700	3178
1355	29729	3157
1356	29758	3135
1357	29795	3115
1358	29852	3097
1359	29904	3078
1360	29935	3057
1361	29979	3037
1362	30013	3016
1363	30041	2995
1364	30071	2974
1365	30098	2952
1366	30132	2931
1367	30165	2910
1368	30190	2888
1369	30218	2867
1370	30243	2845
1371	30268	2823
1372	30289	2801
1373	30311	2779
1374	30333	2757
1375	30358	2735
1376	30383	2714
1377	30410	2692
1378	30435	2670
1379	30454	2648
1380	30473	2625
1381	30496	2603
1382	30513	2581
1383	30538	2559
1384	30560	2537
1385	30580	2515
1386	30597	2492
1387	30615	2470
1388	30635	2448
1389	30653	2425
1390	30677	2403
1391	30695	2381
1392	30715	2359
1393	30736	2337
1394	30759	2315
1395	30776	2292
1396	30795	2270
1397	30813	2248
1398	30832	2225
1399	30849	2203
1400	30867	2181
1401	30885	2158
1402	30902	2136
1403	30966	2117
1404	30987	2095
1405	31035	2074
1406	31071	2053
1407	31102	2032
1408	31123	2010
1409	31152	1988
1410	31182	1966
1411	31206	1944
1412	31230	1922
1413	31256	1901
1414	31279	1878
1415	31297	1856
1416	31319	1834
1417	31340	1812
1418	31363	1790
1419	31384	1768
1420	31405	1746
1421	31455	1725
1422	31482	1703
1423	31507	1681
1424	31526	1659
1425	31542	1636
1426	31559	1614
1427	31577	1592
1428	31594	1569
1429	31614	1547
1430	31635	1525
1431	31651	1502
1432	31667	1480
1433	31683	1458
1434	31700	1435
1435	31716	1413
1436	31732	1391
1437	31747	1368
1438	31761	1346
1439	31780	1324
1440	31795	1301
1441	31810	1279
1442	31826	1257
1443	31847	1235
1444	31867	1212
1445	31886	1190
1446	31913	1168
1447	31927	1146
1448	31941	1124
1449	31957	1101
1450	31973	1079
1451	31991	1057
1452	32006	1035
1453	32022	1013
1454	32040	990
1455	32062	968
1456	32079	946
1457	32097	924
1458	32112	902
1459	32127	880
1460	32142	858
1461	32157	835
1462	32173	813
1463	32189	791
1464	32208	769
1465	32225	747
1466	32242	725
1467	32263	703
1468	32280	681
1469	32298	659
1470	32319	637
1471	32343	615
1472	32359	593
1473	32374	571
1474	32391	549
1475	32408	526
1476	32424	504
1477	32440	482
1478	32461	460
1479	32485	438
1480	32501	416
1481	32519	394
1482	32537	372
1483	32553	350
1484	32569	328
1485	32585	306
1486	32601	285
1487	32620	263
1488	32637	241
1489	32654	219
1490	32673	197
1491	32696	175
1492	32713	153
1493	32738	131
1494	32756	109
1495	32774	87
1496	32795	65
1497	32812	43
1498	32833	21
1499	32850	0
