iter	MultiClass
0	1.912163172
1	1.880374941
2	1.849993392
3	1.82276584
4	1.795636337
5	1.768400981
6	1.743346169
7	1.719108174
8	1.696151377
9	1.672784517
10	1.64997801
11	1.628182306
12	1.607228025
13	1.587993123
14	1.568332017
15	1.551196858
16	1.532665918
17	1.51523957
18	1.497265436
19	1.480445201
20	1.464430738
21	1.449021318
22	1.433313008
23	1.418095496
24	1.403379006
25	1.389360558
26	1.375629286
27	1.362043271
28	1.348875488
29	1.336539815
30	1.323980854
31	1.312212559
32	1.30002728
33	1.287672921
34	1.276347088
35	1.264330449
36	1.252503045
37	1.241389044
38	1.230641086
39	1.220864083
40	1.210251787
41	1.200453182
42	1.190213737
43	1.180624022
44	1.171035178
45	1.161618057
46	1.152467397
47	1.144295452
48	1.135641428
49	1.126917334
50	1.118590199
51	1.110161568
52	1.101765046
53	1.093617283
54	1.085932031
55	1.077931037
56	1.070483176
57	1.062909642
58	1.055958291
59	1.048580282
60	1.04194019
61	1.034516325
62	1.027585457
63	1.021307625
64	1.014660485
65	1.008584603
66	1.001566876
67	0.9951663564
68	0.988230675
69	0.9816698127
70	0.9751373727
71	0.9691347125
72	0.9631964173
73	0.9573630598
74	0.9509677816
75	0.944781616
76	0.9395192842
77	0.9333762327
78	0.9277754556
79	0.922463904
80	0.9166561631
81	0.9116085062
82	0.9062865042
83	0.9008729206
84	0.8958178333
85	0.8908655546
86	0.8858020923
87	0.8807592157
88	0.8759356987
89	0.8713145773
90	0.8667723717
91	0.8622413565
92	0.8571967131
93	0.8528179982
94	0.8481998668
95	0.8439303173
96	0.8394736718
97	0.8352217641
98	0.830828794
99	0.826798136
100	0.8224799451
101	0.8183100665
102	0.814001899
103	0.8099903929
104	0.8059253886
105	0.8018660036
106	0.7979508742
107	0.7941068454
108	0.7902958496
109	0.786559303
110	0.7830435165
111	0.7792737015
112	0.7757252719
113	0.7718808161
114	0.768220627
115	0.7645823265
116	0.7610943222
117	0.7578527795
118	0.7544708692
119	0.7510018972
120	0.7473240873
121	0.7442921574
122	0.7414610637
123	0.7379556975
124	0.7343546866
125	0.731025863
126	0.7279005858
127	0.7246049402
128	0.721630787
129	0.7186963353
130	0.7160467283
131	0.7128517822
132	0.7100349424
133	0.707105067
134	0.7042151304
135	0.7017233435
136	0.6989912828
137	0.6962485878
138	0.6932341419
139	0.6906739736
140	0.6875907042
141	0.685072949
142	0.6823728415
143	0.6798912991
144	0.6769322071
145	0.6741279515
146	0.6719463027
147	0.6691919513
148	0.6665672068
149	0.6642184858
150	0.6614913744
151	0.6589580331
152	0.6566981555
153	0.6542979056
154	0.6519977577
155	0.6497458785
156	0.6475193566
157	0.6452167243
158	0.6430258291
159	0.640672964
160	0.6384761384
161	0.636216434
162	0.6340293129
163	0.6316799146
164	0.6295842523
165	0.6276399115
166	0.6257109689
167	0.6236511883
168	0.6219118729
169	0.6198845058
170	0.6175983687
171	0.6156636113
172	0.6135706518
173	0.6116599163
174	0.6098024353
175	0.6076293452
176	0.6055698325
177	0.603598214
178	0.6018427726
179	0.6000672561
180	0.598276629
181	0.5962288699
182	0.5944942212
183	0.5927080568
184	0.5908851053
185	0.5892561874
186	0.5875307602
187	0.5859533519
188	0.5844061424
189	0.5826484383
190	0.581124596
191	0.5793751605
192	0.5775020853
193	0.5759154642
194	0.5740782553
195	0.572476849
196	0.5712538306
197	0.5699618294
198	0.568629398
199	0.5670475595
200	0.565444902
201	0.5640063156
202	0.5624793447
203	0.5609066481
204	0.5593125603
205	0.5579813772
206	0.556521221
207	0.5552024424
208	0.5538109973
209	0.552174277
210	0.5507853613
211	0.5494627044
212	0.5479864233
213	0.5465323576
214	0.5452947356
215	0.5441606412
216	0.5429109953
217	0.5415640584
218	0.5398772853
219	0.5386538316
220	0.537326826
221	0.535998364
222	0.534782118
223	0.5333454176
224	0.5322940396
225	0.5309632263
226	0.529685434
227	0.5285271755
228	0.5275479606
229	0.5263381409
230	0.525086712
231	0.5239963777
232	0.5226682189
233	0.5211414357
234	0.5200842095
235	0.5189544681
236	0.517822081
237	0.5169543936
238	0.5160011151
239	0.5149952076
240	0.5138500617
241	0.5129078742
242	0.511737108
243	0.5106493264
244	0.5093611431
245	0.5082257532
246	0.507340082
247	0.5060384617
248	0.5048391724
249	0.5038651977
250	0.5031302452
251	0.5023536501
252	0.5013464279
253	0.5001302164
254	0.4991600019
255	0.4979316314
256	0.4969726635
257	0.4959907814
258	0.4952468175
259	0.4941018208
260	0.4930234735
261	0.4921160944
262	0.4912362571
263	0.490356271
264	0.4896065491
265	0.4888066854
266	0.4879442643
267	0.4870148275
268	0.486134829
269	0.4850577022
270	0.4841493451
271	0.4832849356
272	0.4825089418
273	0.4815074412
274	0.4807206039
275	0.4799918615
276	0.4790222027
277	0.4781872355
278	0.477387056
279	0.476673763
280	0.4757802566
281	0.4748845046
282	0.4743246524
283	0.4737155274
284	0.4728338531
285	0.4721611383
286	0.4715971799
287	0.4708928195
288	0.470110873
289	0.4692591469
290	0.4684430199
291	0.4677631735
292	0.4671729395
293	0.4662811315
294	0.4657120002
295	0.4649020164
296	0.4642193905
297	0.4634023165
298	0.4627496829
299	0.4621419772
300	0.4616989025
301	0.4609709535
302	0.4601759577
303	0.4595652636
304	0.4588161438
305	0.4579420689
306	0.4571739447
307	0.456659056
308	0.4559279205
309	0.455245156
310	0.4546499766
311	0.4540378294
312	0.453520833
313	0.45270878
314	0.4520315354
315	0.4514170828
316	0.4509162543
317	0.4503667194
318	0.4496823289
319	0.4490993247
320	0.4485706671
